Prenda;Temporada;ColorPrenda;Id
Blusa;Invierno;A;195
Camisa;Invierno;B;134
Camisa;Invierno;A;6
Falda;Otoño;A;118
Pantalón;Invierno;C;92
Blusa;Verano;B;138
Falda;Primavera;B;200
Falda;Verano;C;69
Falda;Otoño;C;99
Pantalón;Invierno;B;29
Blusa;Otoño;C;35
Falda;Primavera;A;190
Chaqueta;Verano;A;52
Pantalón;Invierno;B;2
Falda;Verano;C;135
Falda;Otoño;A;129
Pantalón;Invierno;B;128
Camisa;Invierno;B;19
Falda;Invierno;A;152
Blusa;Verano;B;2
Falda;Otoño;A;196
Falda;Otoño;B;89
Pantalón;Otoño;A;121
Pantalón;Invierno;C;153
Falda;Verano;A;97
Blusa;Verano;A;194
Camisa;Invierno;C;47
Camisa;Otoño;B;197
Pantalón;Invierno;B;122
Falda;Verano;B;107
Blusa;Primavera;B;37
Chaqueta;Invierno;C;99
Camisa;Verano;B;27
Falda;Invierno;B;167
Chaqueta;Verano;A;55
Chaqueta;Primavera;B;106
Pantalón;Primavera;B;80
Blusa;Primavera;B;15
Camisa;Otoño;A;64
Camisa;Invierno;B;4
Pantalón;Verano;A;114
Falda;Verano;B;17
Falda;Otoño;C;18
Falda;Primavera;C;63
Chaqueta;Invierno;A;95
Falda;Otoño;A;145
Camisa;Verano;A;166
Camisa;Primavera;C;152
Camisa;Primavera;A;64
Camisa;Primavera;A;155
Blusa;Verano;A;156
Falda;Verano;C;166
Chaqueta;Invierno;C;191
Camisa;Invierno;C;96
Falda;Otoño;B;199
Falda;Invierno;A;27
Chaqueta;Primavera;A;39
Camisa;Otoño;B;127
Chaqueta;Primavera;C;171
Blusa;Verano;B;126
Blusa;Verano;A;30
Blusa;Invierno;C;18
Falda;Invierno;A;50
Falda;Verano;B;141
Falda;Invierno;A;8
Pantalón;Otoño;C;37
Falda;Primavera;A;127
Camisa;Invierno;A;200
Pantalón;Primavera;B;172
Chaqueta;Primavera;B;145
Falda;Primavera;C;20
Blusa;Verano;A;90
Chaqueta;Verano;B;91
Falda;Verano;B;169
Falda;Invierno;C;85
Chaqueta;Verano;A;108
Chaqueta;Primavera;A;67
Chaqueta;Otoño;A;50
Falda;Verano;C;22
Camisa;Invierno;C;199
Chaqueta;Invierno;C;130
Falda;Otoño;C;131
Blusa;Otoño;B;143
Pantalón;Primavera;C;16
Camisa;Verano;B;99
Pantalón;Invierno;C;196
Falda;Verano;A;177
Chaqueta;Verano;A;109
Falda;Invierno;B;185
Falda;Otoño;A;29
Falda;Otoño;C;11
Falda;Verano;A;16
Falda;Otoño;A;104
Blusa;Primavera;C;169
Pantalón;Invierno;B;190
Blusa;Invierno;C;38
Chaqueta;Invierno;B;46
Blusa;Primavera;C;67
Pantalón;Primavera;A;120
Pantalón;Otoño;C;183
Falda;Primavera;B;21
Pantalón;Otoño;A;15
Pantalón;Invierno;C;65
Pantalón;Verano;C;74
Blusa;Otoño;B;64
Camisa;Invierno;B;57
Camisa;Invierno;B;53
Camisa;Verano;C;87
Falda;Otoño;C;81
Falda;Invierno;A;26
Camisa;Verano;A;160
Falda;Verano;A;140
Blusa;Invierno;A;112
Falda;Verano;A;65
Blusa;Primavera;A;44
Pantalón;Invierno;A;146
Pantalón;Verano;A;123
Blusa;Verano;A;154
Blusa;Verano;B;101
Chaqueta;Otoño;A;80
Chaqueta;Invierno;C;15
Falda;Primavera;A;163
Blusa;Verano;C;23
Blusa;Invierno;A;15
Falda;Verano;C;170
Falda;Otoño;A;52
Camisa;Primavera;A;195
Camisa;Otoño;B;177
Pantalón;Invierno;B;43
Pantalón;Primavera;B;196
Falda;Verano;A;31
Blusa;Invierno;A;140
Pantalón;Verano;A;39
Pantalón;Primavera;A;19
Chaqueta;Verano;A;6
Pantalón;Primavera;C;185
Chaqueta;Invierno;C;143
Falda;Invierno;C;39
Pantalón;Otoño;B;19
Blusa;Invierno;C;194
Pantalón;Verano;C;118
Falda;Verano;C;1
Camisa;Verano;B;124
Camisa;Verano;C;3
Blusa;Primavera;B;101
Camisa;Verano;B;54
Falda;Primavera;A;59
Blusa;Invierno;B;144
Chaqueta;Primavera;C;161
Blusa;Verano;B;63
Pantalón;Invierno;C;179
Falda;Verano;B;123
Camisa;Otoño;B;47
Blusa;Verano;C;113
Camisa;Otoño;A;43
Falda;Otoño;B;177
Chaqueta;Invierno;C;122
Blusa;Primavera;B;34
Blusa;Primavera;B;16
Blusa;Verano;C;200
Chaqueta;Otoño;B;192
Falda;Verano;A;69
Falda;Verano;C;174
Pantalón;Verano;A;97
Blusa;Primavera;A;113
Blusa;Otoño;A;160
Pantalón;Verano;B;104
Camisa;Invierno;C;92
Chaqueta;Primavera;B;152
Pantalón;Verano;B;77
Chaqueta;Otoño;B;4
Pantalón;Otoño;A;30
Pantalón;Invierno;B;117
Falda;Verano;B;198
Falda;Otoño;C;156
Chaqueta;Otoño;B;73
Blusa;Verano;A;170
Camisa;Verano;B;1
Blusa;Otoño;C;159
Falda;Primavera;B;52
Falda;Otoño;B;186
Falda;Verano;A;63
Chaqueta;Otoño;B;101
Blusa;Invierno;B;14
Pantalón;Invierno;B;160
Blusa;Verano;A;161
Chaqueta;Otoño;A;132
Blusa;Invierno;B;42
Pantalón;Otoño;B;51
Pantalón;Otoño;A;14
Falda;Invierno;A;87
Camisa;Invierno;B;117
Pantalón;Invierno;B;81
Blusa;Invierno;C;26
Falda;Otoño;A;140
Falda;Verano;C;167
Camisa;Primavera;B;165
Blusa;Verano;C;122
Camisa;Otoño;B;123
Pantalón;Invierno;C;154
Pantalón;Otoño;B;128
Pantalón;Primavera;B;49
Camisa;Verano;C;102
Falda;Verano;C;178
Pantalón;Verano;B;137
Falda;Otoño;A;144
Camisa;Primavera;B;19
Falda;Primavera;A;104
Chaqueta;Otoño;B;125
Camisa;Primavera;C;143
Blusa;Primavera;C;34
Blusa;Verano;B;113
Chaqueta;Otoño;B;128
Falda;Verano;B;92
Blusa;Invierno;C;22
Chaqueta;Otoño;C;169
Pantalón;Verano;C;135
Chaqueta;Primavera;A;167
Chaqueta;Invierno;A;34
Camisa;Invierno;A;102
Chaqueta;Invierno;B;147
Blusa;Verano;A;91
Pantalón;Primavera;A;5
Blusa;Otoño;C;7
Falda;Primavera;C;195
Chaqueta;Otoño;C;83
Blusa;Otoño;C;87
Pantalón;Primavera;B;91
Blusa;Primavera;B;162
Pantalón;Primavera;A;145
Pantalón;Verano;B;133
Pantalón;Primavera;B;26
Camisa;Primavera;C;159
Camisa;Verano;C;190
Pantalón;Primavera;A;165
Blusa;Invierno;A;192
Blusa;Otoño;B;54
Pantalón;Primavera;C;22
Chaqueta;Verano;C;54
Falda;Primavera;B;113
Falda;Invierno;B;11
Falda;Invierno;B;43
Falda;Verano;C;11
Pantalón;Verano;A;69
Pantalón;Otoño;A;65
Blusa;Primavera;C;131
Pantalón;Invierno;A;145
Blusa;Otoño;C;5
Chaqueta;Otoño;B;145
Falda;Verano;B;123
Falda;Verano;C;128
Blusa;Invierno;A;52
Pantalón;Verano;A;134
Camisa;Primavera;A;65
Camisa;Invierno;C;116
Chaqueta;Otoño;C;137
Chaqueta;Otoño;B;84
Pantalón;Verano;A;153
Camisa;Otoño;A;52
Pantalón;Verano;A;47
Chaqueta;Invierno;B;17
Falda;Primavera;A;127
Blusa;Primavera;C;57
Falda;Primavera;C;106
Blusa;Verano;C;171
Blusa;Otoño;A;121
Falda;Verano;C;70
Camisa;Invierno;A;92
Camisa;Otoño;C;195
Pantalón;Otoño;A;140
Blusa;Invierno;C;186
Blusa;Invierno;B;177
Chaqueta;Otoño;B;170
Blusa;Verano;C;1
Blusa;Primavera;C;185
Falda;Invierno;B;158
Camisa;Verano;B;132
Pantalón;Invierno;B;200
Camisa;Primavera;A;153
Camisa;Verano;A;105
Pantalón;Invierno;B;91
Pantalón;Verano;C;104
Camisa;Invierno;B;10
Camisa;Verano;B;161
Pantalón;Primavera;A;22
Falda;Invierno;C;178
Pantalón;Otoño;C;62
Camisa;Invierno;A;58
Pantalón;Primavera;C;91
Pantalón;Primavera;C;110
Blusa;Invierno;C;49
Blusa;Verano;A;126
Chaqueta;Otoño;B;151
Falda;Invierno;A;59
Pantalón;Otoño;B;90
Blusa;Otoño;B;2
Chaqueta;Primavera;A;129
Blusa;Invierno;B;181
Falda;Verano;B;79
Pantalón;Otoño;B;141
Blusa;Primavera;B;98
Falda;Verano;A;15
Pantalón;Otoño;A;88
Camisa;Primavera;A;164
Blusa;Otoño;B;77
Falda;Otoño;A;175
Camisa;Invierno;B;161
Falda;Invierno;A;126
Falda;Otoño;C;52
Pantalón;Primavera;C;58
Pantalón;Invierno;B;183
Chaqueta;Primavera;A;33
Blusa;Invierno;C;77
Camisa;Primavera;B;5
Pantalón;Otoño;B;108
Pantalón;Primavera;C;55
Falda;Otoño;A;39
Falda;Invierno;B;79
Camisa;Primavera;A;78
Camisa;Primavera;A;129
Chaqueta;Primavera;B;101
Camisa;Invierno;B;56
Falda;Invierno;A;104
Blusa;Primavera;A;174
Pantalón;Verano;B;181
Pantalón;Invierno;C;125
Pantalón;Otoño;B;148
Chaqueta;Invierno;A;174
Falda;Invierno;C;174
Camisa;Verano;B;102
Pantalón;Invierno;C;82
Chaqueta;Primavera;C;159
Pantalón;Verano;A;119
Chaqueta;Verano;B;166
Falda;Invierno;B;49
Blusa;Invierno;B;68
Chaqueta;Verano;A;83
Falda;Verano;A;187
Camisa;Primavera;C;45
Camisa;Verano;C;1
Blusa;Otoño;C;57
Chaqueta;Otoño;A;200
Blusa;Primavera;B;13
Camisa;Primavera;A;27
Falda;Otoño;B;69
Camisa;Otoño;B;134
Falda;Verano;C;122
Blusa;Verano;C;179
Chaqueta;Verano;B;162
Pantalón;Verano;B;53
Pantalón;Primavera;C;65
Camisa;Invierno;A;127
Camisa;Otoño;C;86
Camisa;Otoño;A;2
Pantalón;Primavera;C;103
Chaqueta;Otoño;B;18
Pantalón;Otoño;A;113
Blusa;Verano;C;4
Camisa;Verano;A;167
Blusa;Primavera;C;84
Falda;Primavera;B;159
Blusa;Verano;A;27
Falda;Otoño;B;29
Falda;Primavera;B;98
Chaqueta;Invierno;A;38
Chaqueta;Verano;A;142
Chaqueta;Invierno;B;94
Falda;Primavera;B;7
Falda;Verano;A;137
Camisa;Otoño;C;149
Blusa;Primavera;A;183
Chaqueta;Invierno;B;186
Camisa;Invierno;A;139
Camisa;Otoño;C;156
Pantalón;Invierno;A;102
Camisa;Otoño;C;31
Falda;Otoño;C;185
Chaqueta;Invierno;B;198
Falda;Verano;B;109
Falda;Primavera;A;198
Falda;Otoño;B;125
Pantalón;Otoño;A;108
Chaqueta;Verano;B;11
Chaqueta;Primavera;C;195
Blusa;Primavera;C;4
Camisa;Otoño;A;17
Falda;Primavera;B;111
Pantalón;Primavera;B;177
Camisa;Primavera;A;92
Pantalón;Primavera;A;102
Blusa;Verano;A;57
Pantalón;Verano;A;14
Chaqueta;Otoño;A;32
Blusa;Primavera;A;115
Falda;Otoño;B;171
Falda;Otoño;B;113
Camisa;Invierno;A;131
Camisa;Verano;C;59
Camisa;Primavera;B;90
Blusa;Invierno;C;159
Camisa;Verano;C;80
Pantalón;Verano;B;154
Camisa;Otoño;A;102
Chaqueta;Verano;A;9
Camisa;Otoño;A;76
Falda;Otoño;A;71
Chaqueta;Invierno;A;60
Chaqueta;Otoño;A;102
Blusa;Otoño;C;172
Chaqueta;Primavera;B;116
Falda;Verano;C;55
Falda;Verano;B;136
Camisa;Verano;B;183
Blusa;Otoño;B;42
Falda;Otoño;C;42
Pantalón;Primavera;A;41
Chaqueta;Otoño;C;33
Falda;Verano;B;163
Pantalón;Otoño;A;159
Camisa;Invierno;A;47
Falda;Otoño;B;35
Pantalón;Primavera;C;3
Pantalón;Invierno;B;14
Falda;Verano;B;50
Falda;Otoño;B;128
Blusa;Verano;B;107
Camisa;Otoño;C;160
Blusa;Invierno;A;81
Blusa;Verano;C;129
Chaqueta;Invierno;A;95
Chaqueta;Invierno;A;101
Chaqueta;Verano;B;159
Falda;Invierno;B;69
Pantalón;Verano;C;181
Pantalón;Invierno;A;84
Falda;Primavera;B;57
Blusa;Primavera;B;182
Falda;Invierno;B;59
Blusa;Primavera;A;118
Falda;Invierno;C;127
Falda;Primavera;B;152
Falda;Invierno;A;185
Chaqueta;Primavera;B;180
Camisa;Otoño;A;90
Blusa;Invierno;A;121
Chaqueta;Otoño;B;118
Falda;Primavera;C;2
Blusa;Primavera;B;48
Pantalón;Otoño;A;62
Chaqueta;Otoño;A;100
Camisa;Otoño;A;75
Falda;Otoño;B;172
Pantalón;Otoño;A;82
Camisa;Primavera;C;157
Chaqueta;Invierno;B;6
Pantalón;Primavera;B;126
Falda;Verano;C;54
Blusa;Invierno;C;148
Camisa;Otoño;B;198
Falda;Primavera;B;134
Chaqueta;Invierno;C;180
Camisa;Primavera;B;195
Chaqueta;Verano;C;172
Falda;Primavera;B;160
Falda;Otoño;A;196
Camisa;Primavera;A;43
Camisa;Verano;B;65
Blusa;Invierno;B;118
Blusa;Invierno;A;29
Falda;Otoño;B;26
Camisa;Invierno;B;39
Pantalón;Invierno;B;161
Pantalón;Invierno;C;172
Pantalón;Verano;C;106
Chaqueta;Otoño;A;121
Chaqueta;Primavera;B;140
Camisa;Primavera;B;82
Chaqueta;Primavera;B;145
Camisa;Invierno;A;198
Blusa;Primavera;A;195
Camisa;Invierno;A;142
Falda;Otoño;B;32
Camisa;Invierno;B;98
Blusa;Primavera;B;168
Falda;Invierno;A;9
Blusa;Primavera;A;189
Falda;Invierno;C;30
Falda;Invierno;C;103
Chaqueta;Primavera;C;170
Camisa;Otoño;B;74
Blusa;Primavera;B;192
Chaqueta;Primavera;A;171
Falda;Primavera;B;126
Camisa;Primavera;B;158
Chaqueta;Primavera;B;47
Blusa;Verano;C;21
Camisa;Invierno;C;83
Falda;Otoño;C;125
Blusa;Invierno;B;72
Chaqueta;Primavera;A;36
Chaqueta;Primavera;C;7
Falda;Verano;B;133
Chaqueta;Invierno;A;139
Falda;Primavera;C;26
Falda;Verano;A;153
Falda;Invierno;B;151
Falda;Invierno;A;195
Blusa;Primavera;A;118
Pantalón;Verano;B;94
Chaqueta;Invierno;C;96
Falda;Primavera;C;80
Blusa;Primavera;B;45
Pantalón;Verano;A;64
Camisa;Verano;C;192
Blusa;Invierno;C;50
Pantalón;Otoño;A;115
Chaqueta;Otoño;C;200
Chaqueta;Verano;B;93
Blusa;Otoño;B;24
Pantalón;Primavera;A;15
Chaqueta;Invierno;C;31
Pantalón;Invierno;B;113
Falda;Otoño;C;133
Pantalón;Otoño;A;134
Pantalón;Primavera;B;193
Blusa;Verano;B;161
Camisa;Otoño;C;60
Pantalón;Invierno;C;90
Chaqueta;Otoño;B;45
Camisa;Invierno;B;196
Camisa;Primavera;B;56
Blusa;Invierno;B;176
Falda;Invierno;A;172
Blusa;Verano;B;63
Blusa;Primavera;A;89
Camisa;Verano;B;118
Blusa;Verano;C;95
Pantalón;Primavera;C;5
Chaqueta;Otoño;A;86
Chaqueta;Primavera;B;19
Falda;Invierno;C;54
Chaqueta;Primavera;C;95
Pantalón;Verano;C;154
Chaqueta;Primavera;C;124
Blusa;Primavera;C;200
Camisa;Invierno;C;55
Camisa;Primavera;A;183
Falda;Primavera;B;70
Chaqueta;Primavera;A;6
Falda;Verano;C;108
Blusa;Verano;B;148
Falda;Primavera;A;108
Chaqueta;Verano;C;137
Blusa;Verano;A;74
Pantalón;Otoño;B;118
Camisa;Primavera;A;7
Chaqueta;Verano;A;115
Camisa;Invierno;A;64
Pantalón;Primavera;B;93
Blusa;Primavera;C;165
Chaqueta;Otoño;A;168
Falda;Invierno;C;62
Camisa;Invierno;C;143
Camisa;Verano;C;105
Falda;Verano;A;200
Camisa;Otoño;B;131
Pantalón;Otoño;B;65
Camisa;Otoño;C;195
Chaqueta;Otoño;C;34
Chaqueta;Verano;C;157
Blusa;Invierno;B;16
Pantalón;Otoño;B;162
Blusa;Invierno;A;43
Pantalón;Invierno;C;18
Pantalón;Otoño;B;149
Falda;Otoño;B;47
Camisa;Invierno;C;73
Blusa;Otoño;C;167
Blusa;Verano;B;45
Pantalón;Otoño;B;130
Pantalón;Otoño;C;192
Blusa;Otoño;C;173
Chaqueta;Otoño;A;17
Chaqueta;Primavera;B;191
Falda;Verano;A;17
Blusa;Primavera;A;187
Pantalón;Verano;C;162
Blusa;Otoño;C;99
Pantalón;Primavera;B;122
Chaqueta;Verano;C;74
Pantalón;Primavera;B;166
Blusa;Otoño;A;103
Camisa;Otoño;C;146
Blusa;Otoño;A;11
Blusa;Invierno;C;15
Camisa;Primavera;B;25
Chaqueta;Otoño;A;142
Falda;Invierno;A;185
Chaqueta;Otoño;A;100
Blusa;Verano;B;84
Falda;Primavera;C;171
Chaqueta;Verano;A;99
Camisa;Otoño;A;151
Chaqueta;Otoño;B;194
Chaqueta;Otoño;A;157
Chaqueta;Verano;A;4
Falda;Invierno;A;153
Blusa;Otoño;B;4
Blusa;Verano;C;159
Pantalón;Otoño;B;94
Chaqueta;Otoño;C;162
Chaqueta;Otoño;A;192
Falda;Primavera;C;180
Falda;Otoño;C;182
Pantalón;Invierno;B;164
Pantalón;Verano;C;78
Camisa;Primavera;B;47
Camisa;Otoño;C;4
Pantalón;Otoño;A;18
Chaqueta;Verano;B;154
Chaqueta;Primavera;B;90
Chaqueta;Otoño;C;135
Chaqueta;Invierno;C;36
Pantalón;Otoño;A;69
Blusa;Verano;C;113
Pantalón;Primavera;A;135
Falda;Invierno;C;142
Blusa;Otoño;A;147
Chaqueta;Invierno;A;5
Chaqueta;Otoño;C;43
Blusa;Otoño;B;11
Camisa;Otoño;C;117
Falda;Invierno;B;55
Blusa;Invierno;B;118
Pantalón;Invierno;A;166
Camisa;Invierno;A;194
Blusa;Primavera;B;48
Falda;Verano;B;7
Chaqueta;Otoño;A;102
Blusa;Invierno;C;110
Camisa;Primavera;B;147
Pantalón;Invierno;A;168
Falda;Otoño;C;1
Falda;Invierno;A;98
Blusa;Otoño;B;173
Pantalón;Otoño;A;9
Falda;Verano;B;162
Chaqueta;Primavera;A;19
Pantalón;Otoño;C;161
Blusa;Verano;C;118
Chaqueta;Otoño;A;160
Falda;Otoño;C;161
Blusa;Otoño;C;167
Blusa;Invierno;B;30
Camisa;Verano;B;139
Blusa;Verano;A;25
Blusa;Invierno;C;127
Camisa;Verano;C;36
Camisa;Invierno;A;75
Chaqueta;Verano;C;148
Chaqueta;Invierno;B;10
Pantalón;Verano;B;15
Falda;Invierno;C;51
Camisa;Primavera;A;54
Blusa;Invierno;B;105
Blusa;Primavera;C;197
Chaqueta;Invierno;A;132
Chaqueta;Primavera;B;115
Chaqueta;Otoño;C;122
Pantalón;Primavera;C;32
Falda;Invierno;B;25
Chaqueta;Otoño;A;143
Chaqueta;Invierno;C;159
Pantalón;Primavera;A;133
Camisa;Verano;A;72
Falda;Invierno;A;33
Falda;Verano;B;45
Pantalón;Otoño;A;88
Camisa;Primavera;A;125
Chaqueta;Invierno;B;14
Blusa;Verano;C;188
Falda;Otoño;B;98
Blusa;Verano;C;132
Chaqueta;Otoño;C;76
Chaqueta;Primavera;C;69
Pantalón;Primavera;B;21
Chaqueta;Verano;C;176
Camisa;Otoño;C;30
Pantalón;Verano;C;200
Camisa;Verano;C;141
Chaqueta;Primavera;C;180
Camisa;Otoño;B;59
Falda;Invierno;C;93
Camisa;Primavera;A;102
Chaqueta;Invierno;A;176
Chaqueta;Otoño;B;191
Falda;Otoño;B;107
Camisa;Invierno;B;63
Falda;Primavera;B;189
Falda;Otoño;A;26
Chaqueta;Otoño;B;10
Blusa;Otoño;A;1
Falda;Verano;A;11
Pantalón;Primavera;C;24
Blusa;Invierno;B;68
Camisa;Primavera;B;89
Blusa;Otoño;A;186
Blusa;Primavera;A;24
Chaqueta;Primavera;A;43
Pantalón;Otoño;B;160
Falda;Otoño;A;96
Chaqueta;Verano;A;61
Pantalón;Verano;B;113
Pantalón;Invierno;A;127
Pantalón;Primavera;B;188
Falda;Primavera;B;36
Pantalón;Primavera;B;187
Camisa;Otoño;A;3
Blusa;Invierno;C;61
Camisa;Primavera;C;4
Blusa;Invierno;C;191
Chaqueta;Otoño;A;156
Camisa;Otoño;A;190
Camisa;Verano;B;33
Pantalón;Primavera;B;103
Camisa;Verano;B;91
Blusa;Verano;A;51
Camisa;Invierno;C;14
Falda;Otoño;B;111
Blusa;Otoño;B;102
Pantalón;Otoño;A;77
Blusa;Primavera;A;197
Falda;Invierno;A;143
Chaqueta;Verano;A;22
Blusa;Verano;B;55
Blusa;Invierno;C;5
Chaqueta;Primavera;B;57
Camisa;Invierno;C;90
Blusa;Invierno;B;76
Falda;Primavera;C;67
Falda;Primavera;C;29
Chaqueta;Primavera;B;3
Blusa;Verano;A;27
Pantalón;Primavera;A;46
Chaqueta;Invierno;C;100
Blusa;Invierno;A;102
Pantalón;Invierno;A;167
Camisa;Otoño;C;75
Blusa;Primavera;A;57
Camisa;Otoño;B;118
Chaqueta;Otoño;C;97
Chaqueta;Otoño;B;73
Chaqueta;Primavera;B;64
Falda;Verano;C;86
Pantalón;Verano;A;172
Camisa;Otoño;A;190
Chaqueta;Invierno;C;180
Falda;Invierno;A;15
Chaqueta;Primavera;C;167
Pantalón;Otoño;C;101
Blusa;Invierno;A;120
Pantalón;Verano;A;9
Falda;Otoño;A;116
Chaqueta;Verano;B;22
Blusa;Otoño;C;191
Camisa;Verano;A;7
Camisa;Otoño;C;48
Blusa;Primavera;A;98
Blusa;Otoño;B;48
Blusa;Otoño;C;25
Chaqueta;Otoño;B;131
Blusa;Otoño;B;26
Blusa;Otoño;B;82
Chaqueta;Invierno;B;196
Chaqueta;Primavera;B;103
Chaqueta;Invierno;B;57
Falda;Otoño;C;17
Pantalón;Verano;B;174
Camisa;Invierno;A;44
Camisa;Verano;B;51
Pantalón;Otoño;C;168
Chaqueta;Invierno;C;153
Camisa;Verano;B;103
Camisa;Verano;B;193
Pantalón;Verano;B;173
Chaqueta;Verano;A;32
Pantalón;Otoño;B;196
Chaqueta;Verano;A;30
Blusa;Verano;B;45
Pantalón;Otoño;B;86
Camisa;Primavera;A;129
Chaqueta;Primavera;C;90
Blusa;Primavera;A;119
Pantalón;Otoño;B;150
Blusa;Otoño;C;27
Falda;Invierno;A;103
Falda;Verano;C;112
Camisa;Primavera;C;107
Chaqueta;Invierno;C;98
Pantalón;Verano;B;14
Blusa;Primavera;B;75
Falda;Otoño;A;191
Camisa;Otoño;C;98
Camisa;Otoño;A;34
Pantalón;Otoño;A;55
Pantalón;Verano;B;61
Falda;Otoño;C;39
Chaqueta;Primavera;B;25
Pantalón;Otoño;B;37
Falda;Invierno;A;168
Blusa;Primavera;C;63
Blusa;Verano;B;31
Chaqueta;Otoño;B;112
Pantalón;Primavera;C;46
Chaqueta;Verano;A;173
Blusa;Invierno;A;159
Pantalón;Otoño;A;63
Camisa;Invierno;C;63
Blusa;Verano;C;20
Chaqueta;Primavera;C;185
Camisa;Invierno;B;188
Chaqueta;Invierno;A;2
Chaqueta;Verano;B;194
Chaqueta;Verano;A;121
Chaqueta;Invierno;A;170
Pantalón;Verano;A;171
Camisa;Primavera;A;128
Falda;Invierno;B;99
Falda;Primavera;C;160
Blusa;Verano;A;24
Blusa;Verano;B;133
Blusa;Invierno;B;44
Pantalón;Primavera;B;148
Camisa;Primavera;C;131
Blusa;Otoño;A;112
Camisa;Verano;C;162
Chaqueta;Primavera;B;127
Falda;Verano;A;82
Chaqueta;Primavera;A;153
Chaqueta;Otoño;B;165
Blusa;Invierno;B;18
Blusa;Invierno;B;65
Falda;Verano;A;180
Pantalón;Otoño;A;33
Chaqueta;Invierno;C;75
Falda;Invierno;C;146
Pantalón;Invierno;C;176
Chaqueta;Primavera;A;14
Pantalón;Verano;A;19
Camisa;Otoño;A;181
Blusa;Verano;B;12
Falda;Verano;A;40
Camisa;Primavera;A;160
Blusa;Primavera;B;117
Camisa;Otoño;A;113
Camisa;Otoño;B;41
Falda;Primavera;C;178
Blusa;Primavera;A;6
Blusa;Primavera;C;20
Blusa;Invierno;B;161
Chaqueta;Invierno;C;123
Camisa;Primavera;B;7
Camisa;Verano;A;46
Blusa;Otoño;A;168
Chaqueta;Primavera;C;27
Blusa;Verano;B;160
Camisa;Primavera;A;114
Pantalón;Verano;A;29
Falda;Primavera;C;23
Chaqueta;Invierno;A;7
Chaqueta;Invierno;A;19
Camisa;Invierno;B;158
Pantalón;Primavera;B;87
Pantalón;Verano;B;85
Pantalón;Primavera;C;168
Camisa;Invierno;C;101
Blusa;Invierno;C;73
Camisa;Invierno;A;147
Camisa;Invierno;B;140
Falda;Otoño;C;184
Chaqueta;Verano;B;33
Camisa;Otoño;A;186
Camisa;Verano;C;100
Falda;Verano;A;150
Camisa;Otoño;B;197
Pantalón;Primavera;C;18
Camisa;Otoño;B;51
Camisa;Otoño;A;112
Falda;Invierno;A;98
Falda;Otoño;B;177
Camisa;Primavera;B;104
Camisa;Otoño;B;92
Chaqueta;Otoño;C;153
Camisa;Invierno;C;114
Chaqueta;Verano;A;60
Pantalón;Invierno;A;48
Falda;Verano;A;95
Falda;Otoño;B;51
Camisa;Invierno;A;194
Chaqueta;Verano;A;43
Pantalón;Primavera;B;26
Camisa;Verano;B;103
Camisa;Otoño;C;173
Falda;Primavera;C;199
Camisa;Primavera;A;95
Blusa;Invierno;A;24
Falda;Otoño;C;30
Chaqueta;Invierno;C;51
Falda;Primavera;A;187
Falda;Invierno;B;180
Chaqueta;Otoño;B;126
Chaqueta;Otoño;C;148
Camisa;Primavera;C;72
Pantalón;Otoño;C;38
Camisa;Verano;C;72
Blusa;Verano;C;193
Chaqueta;Otoño;B;65
Pantalón;Invierno;C;7
Camisa;Verano;C;180
Blusa;Otoño;B;156
Chaqueta;Primavera;A;119
Camisa;Otoño;A;123
Falda;Invierno;A;178
Pantalón;Primavera;A;60
Camisa;Otoño;C;16
Camisa;Otoño;B;197
Blusa;Invierno;B;150
Pantalón;Invierno;C;58
Pantalón;Primavera;C;112
Falda;Primavera;A;10
Blusa;Invierno;C;44
Camisa;Invierno;C;177
Pantalón;Verano;A;159
Chaqueta;Verano;C;25
Blusa;Verano;A;195
Pantalón;Verano;B;118
Pantalón;Invierno;C;21
Falda;Otoño;A;127
Blusa;Invierno;B;10
Blusa;Verano;A;134
Pantalón;Otoño;C;129
Chaqueta;Invierno;C;136
Falda;Otoño;A;200
Pantalón;Primavera;C;14
Falda;Verano;A;18
Camisa;Invierno;B;62
Falda;Verano;A;140
Chaqueta;Otoño;B;11
Pantalón;Verano;C;108
Chaqueta;Invierno;C;32
Pantalón;Primavera;C;145
Chaqueta;Primavera;B;109
Pantalón;Otoño;C;47
Falda;Primavera;C;55
Pantalón;Verano;A;60
Chaqueta;Invierno;C;103
Pantalón;Primavera;C;119
Pantalón;Verano;B;79
Blusa;Invierno;C;145
Camisa;Invierno;C;59
Camisa;Otoño;C;41
Pantalón;Verano;C;22
Chaqueta;Otoño;B;64
Chaqueta;Otoño;B;27
Falda;Verano;C;110
Pantalón;Invierno;B;125
Pantalón;Verano;C;80
Pantalón;Primavera;A;31
Chaqueta;Primavera;B;29
Falda;Otoño;B;151
Falda;Invierno;C;103
Camisa;Primavera;C;189
Blusa;Invierno;B;121
Pantalón;Primavera;A;176
Falda;Primavera;A;146
Blusa;Verano;A;137
Falda;Verano;B;129
Pantalón;Primavera;C;103
Camisa;Invierno;A;86
Pantalón;Invierno;C;25
Blusa;Invierno;C;39
Blusa;Otoño;C;113
Camisa;Otoño;C;42
Chaqueta;Invierno;A;198
Chaqueta;Primavera;A;98
Blusa;Primavera;C;65
Pantalón;Invierno;C;54
Camisa;Otoño;C;73
Falda;Invierno;A;158
